obj_1,obj_2
1.5618331415930908,2.5013233601560803
obj_1,obj_2
1.1467845966413925,5.88074351654537
obj_1,obj_2
3.3813155139388877,7.064802876918141
obj_1,obj_2
1.7573157127774761,5.715675633968626
obj_1,obj_2
1.3113894271973767,6.1198843935931135
obj_1,obj_2
0.6583648941588696,5.162272777521946
obj_1,obj_2
1.6850074725983302,5.089067384658461
obj_1,obj_2
2.2126987453616462,3.8000189919553846
obj_1,obj_2
0.9326341253956993,7.093285770539823
obj_1,obj_2
2.686738548688228,4.902560629816889
obj_1,obj_2
2.823751927871378,5.457614146349197

obj_1,obj_2
3.208975663347113,7.394162950320301
obj_1,obj_2
0.602532843396858,5.720594787687454
obj_1,obj_2
1.6013377340952968,3.5146635696074413
obj_1,obj_2
1.9881670891799317,9.224683921818194
obj_1,obj_2
3.065049641419399,6.280438546103895
obj_1,obj_2
0.8525454550188774,8.258744289441129
obj_1,obj_2
1.3515570060519104,6.979491747506368
obj_1,obj_2
2.2808619919241586,2.1321770427900604
obj_1,obj_2
2.7453692066223394,7.1623651912206014
obj_1,obj_2
0.3302463368611339,5.2480064829457325
obj_1,obj_2
2.264543562767324,1.9807882972635773
obj_1,obj_2
2.1959517663240717,2.559304396961348
obj_1,obj_2
1.2965839881471144,2.616105618916779
obj_1,obj_2
0.7216968332265289,8.376314220807384
obj_1,obj_2
1.2568516165454762,2.5442929703569677
obj_1,obj_2
2.694445083342684,4.646183407647422
obj_1,obj_2
0.5563701535576348,4.883477225977261
obj_1,obj_2
2.8260298386184632,7.662049756229978
obj_1,obj_2
0.3412280531793553,4.840910600408516
obj_1,obj_2
2.4230111374911907,2.561910340028534
obj_1,obj_2
0.754289660680355,4.626694125272872
obj_1,obj_2
2.71210803040357,2.5663937900611744
obj_1,obj_2
1.9302127797630864,5.972193718047338
obj_1,obj_2
1.2025602936618414,2.545543440355696
obj_1,obj_2
1.8900850808879774,5.7488457408374805
obj_1,obj_2
3.542784795044497,5.359402073175627
obj_1,obj_2
2.479829588315578,6.758864559452325
obj_1,obj_2
1.970991321974718,5.971233397363318
obj_1,obj_2
2.8678488911917355,6.828765769151978
obj_1,obj_2
1.7383758050445628,3.5146635696074413
obj_1,obj_2
1.319367447962798,5.8932923227695495
obj_1,obj_2
2.312798343915562,2.4410928147477904
obj_1,obj_2
0.4346518083880062,5.210827684659801
obj_1,obj_2
2.837220944399615,3.7816531281065107
obj_1,obj_2
2.369529121659077,1.9753788494605764
obj_1,obj_2
1.009438550060069,6.169292264440624
obj_1,obj_2
3.4316278278153924,6.040478244515156
obj_1,obj_2
1.5152996031670354,6.876482829247127
obj_1,obj_2
0.9069534815605885,8.055675326715916
obj_1,obj_2
1.573577445776012,2.5077317333527582
obj_1,obj_2
1.7427598547554544,5.096601797957892
obj_1,obj_2
1.2162353849836574,2.5695417935914744
obj_1,obj_2
1.0994524165533766,7.5900652172319045
obj_1,obj_2
2.3022889615707216,2.1559922419796007
obj_1,obj_2
1.1767035583190573,5.699938900667556
obj_1,obj_2
