Time (s),RAM Used (MB)
121.05697631835938,113.01953125
122.0572202205658,113.01953125
123.05775594711304,113.01953125
124.0579605102539,113.01953125
125.05823302268982,113.01953125
126.05876231193542,113.01953125
127.05946230888367,113.01953125
128.0597951412201,113.01953125
129.06034088134766,113.01953125
130.0611686706543,113.01953125
131.06161093711853,113.01953125
132.06179642677307,113.0390625
133.06224942207336,113.0390625
134.06262040138245,113.0390625
135.0629267692566,113.0390625
136.06318020820618,113.0390625
137.06339478492737,113.0390625
138.0637845993042,113.0390625
139.06394457817078,113.0390625
140.06414413452148,113.0390625
141.06453108787537,113.0390625
142.06471800804138,113.0390625
143.06505274772644,113.0390625
144.06570982933044,113.0390625
145.06628608703613,113.0390625
146.0666115283966,113.0390625
147.06700539588928,113.0390625
148.06732726097107,113.0390625
149.06790018081665,113.0390625
150.06827235221863,113.0390625
151.06859230995178,113.0390625
152.06912970542908,113.0390625
153.06929802894592,113.04296875
154.06962299346924,113.04296875
155.0702497959137,113.04296875
156.0708839893341,113.04296875
157.07106685638428,113.04296875
158.07171440124512,113.04296875
159.07231664657593,113.04296875
160.07293558120728,113.04296875
161.07340288162231,113.04296875
162.07356667518616,113.04296875
163.07404804229736,113.04296875
164.07466983795166,113.04296875
165.0750412940979,113.04296875
166.0755970478058,113.04296875
167.07620334625244,113.04296875
168.07670617103577,113.04296875
169.07729268074036,113.04296875
170.0778362751007,113.04296875
171.07828426361084,113.04296875
172.07851767539978,113.04296875
173.07884883880615,113.04296875
174.07908153533936,113.04296875
175.07978701591492,113.04296875
176.0803506374359,113.04296875
177.08047556877136,113.04296875
178.08065176010132,113.04296875
179.08111238479614,113.04296875
180.0814893245697,113.04296875
181.0819869041443,113.04296875
182.082505941391,113.04296875
183.08298182487488,113.04296875
184.08311581611633,113.04296875
185.08359146118164,113.04296875
186.08416175842285,113.04296875
187.08499431610107,113.04296875
188.08529686927795,113.04296875
189.08570837974548,113.04296875
190.08594298362732,113.04296875
191.08637475967407,113.04296875
192.0865821838379,113.04296875
193.0870680809021,113.04296875
194.08746600151062,113.04296875
195.08762311935425,113.04296875
196.08792972564697,113.04296875
197.08823370933533,113.04296875
198.0887770652771,113.04296875
199.08936834335327,113.02734375
200.08974361419678,113.02734375
201.09015035629272,113.02734375
202.09067106246948,113.02734375
203.0912742614746,113.02734375
204.09147548675537,113.03125
205.0918312072754,113.03125
206.09206175804138,113.03125
207.09262609481812,113.03125
208.0929148197174,113.03125
209.09308624267578,113.03125
210.0933334827423,113.03125
211.09384894371033,113.03125
212.09414505958557,113.03125
213.09432125091553,113.03125
214.09454703330994,113.03125
215.09543228149414,113.03125
216.0957944393158,113.03125
217.0964879989624,113.03125
218.09695982933044,113.03125
219.0975501537323,113.03125
220.09816431999207,113.03125
221.0983910560608,113.03125
222.09900093078613,113.03125
223.09956240653992,113.03125
224.10025334358215,113.03125
225.10086631774902,113.03125
226.1013960838318,113.03125
227.101802110672,113.03125
228.10208916664124,113.03125
229.10247445106506,113.03125
230.10305953025818,113.03125
231.10328221321106,113.03125
232.10392332077026,113.03125
233.10449171066284,113.03125
234.10493969917297,113.03125
235.1054871082306,113.03125
236.10578894615173,113.03125
237.10599374771118,113.03125
238.10657024383545,113.03125
239.10703682899475,113.03125
240.10722947120667,113.03125
241.107577085495,113.03125
242.10791873931885,113.03125
243.10875487327576,113.03125
244.10922169685364,113.03125
245.10957050323486,113.03125
246.10997223854065,113.03125
247.11015033721924,113.03125
248.11034607887268,113.03125
249.11089777946472,113.03125
250.11144614219666,113.03125
251.11214900016785,113.03125
252.11273956298828,113.03125
253.11300802230835,113.03125
254.11348009109497,113.03125
255.11384677886963,113.03125
256.1141839027405,113.03125
257.1148269176483,113.03125
258.1153016090393,113.03125
259.1158621311188,113.03125
260.1163811683655,113.03125
261.1167197227478,113.03125
262.1171805858612,113.03125
263.1177067756653,113.03125
264.11800265312195,113.03125
265.1184377670288,113.03125
266.1190342903137,113.03125
267.11971521377563,113.03125
268.12035298347473,113.03125
269.12060832977295,113.03125
270.12090969085693,113.03125
271.12149715423584,113.03125
272.12212896347046,113.03125
273.1222598552704,113.03125
274.12257528305054,113.03125
275.1231336593628,113.03125
276.1234884262085,113.03125
277.12408995628357,113.03125
278.12438106536865,113.03125
279.12477231025696,113.03125
280.12495374679565,113.03125
281.12512826919556,113.03125
282.1261830329895,113.03125
283.1272895336151,113.03125
284.12796211242676,113.03125
285.12837409973145,113.03125
286.12892961502075,113.03125
287.12972927093506,113.03125
288.13017439842224,113.03125
289.1306757926941,113.03125
290.1310033798218,113.03125
291.13143706321716,113.03125
292.13203024864197,113.03125
293.1322166919708,113.03125
294.132771730423,113.03125
295.1376051902771,113.03125
296.13800072669983,113.03125
297.13869190216064,113.03125
298.13923168182373,113.08203125
299.1396360397339,113.08203125
300.1398983001709,113.08203125
301.14017033576965,113.08203125
302.1406226158142,113.08203125
303.1413586139679,113.08203125
304.14148783683777,113.08203125
305.14191937446594,113.08203125
306.14248180389404,113.08203125
307.1431164741516,113.08203125
308.1444344520569,113.08203125
309.14464807510376,113.08203125
310.14521884918213,113.08203125
311.14587020874023,113.08203125
312.14634895324707,113.08203125
313.1469054222107,113.08203125
314.14743089675903,113.08203125
315.147567987442,113.08203125
316.1481463909149,113.08203125
317.1486601829529,113.08203125
318.1491072177887,113.08203125
319.14952993392944,113.08203125
320.15030169487,113.08203125
321.151038646698,113.08203125
322.15144872665405,113.08203125
323.1518211364746,113.08203125
324.15211629867554,113.08203125
325.1527347564697,113.08203125
326.1530718803406,113.08203125
327.15348291397095,113.08203125
328.1541278362274,113.08203125
329.154328584671,113.08203125
330.15457344055176,113.08203125
331.1551697254181,113.08203125
332.15565514564514,113.08203125
333.1558644771576,113.08203125
334.15606117248535,113.08203125
335.15658831596375,113.08203125
336.15709376335144,113.08203125
337.15735387802124,113.08203125
338.15777492523193,113.08203125
339.15834617614746,113.08203125
340.158775806427,113.08203125
341.15921354293823,113.08203125
342.15949964523315,113.08203125
343.15983176231384,113.08203125
344.1604554653168,113.08203125
345.1609733104706,113.08203125
346.1612854003906,113.08203125
347.1617922782898,113.08203125
348.1622385978699,113.08203125
349.16272592544556,113.08203125
350.1631348133087,113.08203125
351.163366317749,113.08203125
352.1637439727783,113.08203125
353.1640636920929,113.08203125
354.16422939300537,113.08203125
355.1645221710205,113.08203125
356.1649012565613,113.08203125
357.1652853488922,113.08203125
358.1657407283783,113.08203125
359.16613578796387,113.08203125
360.209570646286,113.08203125
361.21025562286377,113.08203125
362.21077823638916,113.08203125
363.21097230911255,113.08203125
364.21162581443787,113.08203125
365.2122890949249,113.08203125
366.21265172958374,113.08203125
367.2129261493683,113.08203125
368.21321988105774,113.08203125
369.21368408203125,113.08203125
370.213858127594,113.08203125
371.2144124507904,113.08203125
372.2148699760437,113.08203125
373.2150628566742,113.08203125
374.2155523300171,113.08203125
375.21593403816223,113.08203125
376.21635246276855,113.08203125
377.21683263778687,113.08203125
378.21728253364563,113.08203125
379.21777749061584,113.08203125
380.21834659576416,113.08203125
381.2186677455902,113.08203125
382.219126701355,113.08203125
383.21985363960266,113.08203125
384.2202091217041,113.08203125
385.22061705589294,113.08203125
386.2211194038391,113.08203125
387.22164273262024,113.08203125
388.2220630645752,113.08203125
389.2221999168396,113.08203125
390.22275137901306,113.08203125
391.223326921463,113.08203125
392.22395491600037,113.08203125
393.2242066860199,113.08203125
394.22435665130615,113.08203125
395.22477865219116,113.08203125
396.2251760959625,113.08203125
397.22550988197327,113.08203125
398.226131439209,113.08203125
399.2265455722809,113.08203125
400.22700929641724,113.08203125
401.2274272441864,113.08203125
402.228000164032,113.08203125
403.22849917411804,113.08203125
404.2291886806488,113.08203125
405.22956442832947,113.08203125
406.23006296157837,113.08203125
407.2304322719574,113.08203125
408.23108553886414,113.08203125
409.23157024383545,113.08203125
410.23206758499146,113.08203125
411.2322609424591,113.08203125
412.23278856277466,113.08203125
413.2332513332367,113.08203125
414.2333846092224,113.08203125
415.23362588882446,113.08203125
416.2341079711914,113.08203125
417.23471236228943,113.08203125
418.2349543571472,113.08203125
419.2353985309601,113.08203125
420.2360055446625,113.08203125
421.2364857196808,113.08203125
422.2368311882019,113.08203125
423.23702120780945,113.08203125
424.23743724823,113.08203125
425.237984418869,113.08203125
426.2384247779846,113.08203125
427.2389831542969,113.08203125
428.2396068572998,113.08203125
429.23990273475647,113.08203125
430.2404592037201,113.08203125
431.24105763435364,113.08203125
432.24164628982544,113.08203125
433.24347615242004,113.08203125
434.2439239025116,113.08203125
435.24459958076477,113.08203125
436.2453079223633,113.08203125
437.2457971572876,113.08203125
438.24629759788513,113.08203125
439.24772095680237,113.08203125
440.2482180595398,113.08203125
441.2500522136688,113.08203125
442.25090503692627,113.08203125
443.2513451576233,113.08203125
444.2517321109772,113.08203125
445.2518448829651,113.08203125
446.2521629333496,113.08203125
