dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
1.4925984047299354,4353.9752926394885,3701.7432262649654,3.746989052107196,4.40726848562187,2568.8158504124563,2.08359541963062,984.4167583012293
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
8.986988239662292,3579.645477009061,4005.236720018549,5.814968907779466,3.172092927277759,2404.083196394452,2.4292714927999075,986.9247581891029
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
9.283903140698072,4285.335147816673,3967.7874845823003,3.71018385318444,5.201033404530348,3105.1205844306696,2.626517056859427,990.866904611678
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
11.443587079695474,3994.2368373819277,4140.406725214914,5.106236739988401,5.0598394418067265,2019.526005041826,3.4767995172418007,998.369172931792
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
9.27112545974726,4346.561485357468,3983.0698355517516,4.142416693990626,2.6769017863367117,3196.1074085488904,3.315024775318088,991.8416915533276
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
4.888324046719008,3565.2865043868783,4293.637454441578,2.328379689100099,3.4264971244910356,2038.3264127745392,3.28768386829639,998.2783095433026
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
12.76614836066261,3928.1223275973894,4080.0041788778067,3.4653696067000817,2.1827158609816,2993.3030289024887,3.3229626534308827,988.3947092261365
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
7.276361599073608,4005.246090121704,3886.892651118559,4.1768326405924086,4.096267501201456,2874.027332793552,2.833506880390674,985.2755705856003
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
6.69343879981594,3596.5309156606127,3662.298598502314,5.403402016018006,5.93261378142885,2581.2851388099225,2.3409542669675414,990.8038303133426
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
6.069718226954466,3627.1599717012773,4200.752346607156,3.6251001721918032,3.765419677419387,2745.610698101769,3.763304471497097,992.168843156101
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
